tests.test_alembic_migrations.TestAlembicMigrationIsolation.test_migration_creates_tenant_schema	Requires running Alembic CLI - integration test
tests.test_payments_schema_contract.TestLiveSchemaContract.test_live_has_transaction_id	set PAYMENTS_SCHEMA_REQUIRE_LIVE=1 for prepared-schema verification
tests.test_payments_schema_contract.TestLiveSchemaContract.test_live_has_transaction_id_partial_unique	set PAYMENTS_SCHEMA_REQUIRE_LIVE=1 for prepared-schema verification
tests.test_payments_schema_contract.TestLiveSchemaContract.test_live_retailer_id_not_null	set PAYMENTS_SCHEMA_REQUIRE_LIVE=1 for prepared-schema verification
tests.test_payments_schema_contract.TestLiveSchemaContract.test_live_transaction_id_nullable	set PAYMENTS_SCHEMA_REQUIRE_LIVE=1 for prepared-schema verification
tests.test_platform_p17dc_backup_migration.test_additions_only_from_base_to_head	TEST_DATABASE_URL is required for disposable database tests
tests.test_platform_p17dc_backup_migration.test_base_revision_is_020_before_upgrade	TEST_DATABASE_URL is required for disposable database tests
tests.test_platform_p17dc_backup_migration.test_check_constraints_enforce_honesty	TEST_DATABASE_URL is required for disposable database tests
tests.test_platform_p17dc_backup_migration.test_downgrade_drops_only_p17dc_objects	TEST_DATABASE_URL is required for disposable database tests
tests.test_platform_p17dc_backup_migration.test_latest_completed_excludes_in_progress	TEST_DATABASE_URL is required for disposable database tests
tests.test_platform_p17dc_backup_migration.test_no_backup_objects_in_tenant_schemas	TEST_DATABASE_URL is required for disposable database tests
tests.test_platform_p17dc_backup_migration.test_policy_uniqueness	TEST_DATABASE_URL is required for disposable database tests
tests.test_platform_p17dc_backup_migration.test_reupgrade_recreates_tables	TEST_DATABASE_URL is required for disposable database tests
tests.test_platform_p17dc_backup_migration.test_upgrade_does_not_create_tenant_schema	TEST_DATABASE_URL is required for disposable database tests
tests.test_platform_p21_durable_approval_migration.test_additions_only_from_base_to_head	TEST_DATABASE_URL is required for disposable database tests
tests.test_platform_p21_durable_approval_migration.test_base_revision_is_019_before_upgrade	TEST_DATABASE_URL is required for disposable database tests
tests.test_platform_p21_durable_approval_migration.test_downgrade_drops_only_p21_objects	TEST_DATABASE_URL is required for disposable database tests
tests.test_platform_p21_durable_approval_migration.test_no_durable_objects_in_tenant_schemas	TEST_DATABASE_URL is required for disposable database tests
tests.test_platform_p21_durable_approval_migration.test_reupgrade_recreates_tables	TEST_DATABASE_URL is required for disposable database tests
tests.test_platform_p21_durable_approval_migration.test_upgrade_does_not_create_tenant_schema	TEST_DATABASE_URL is required for disposable database tests
tests.test_route_coverage.TestOpenAPIRouteCoverage.test_all_openapi_paths_have_routes	docs/contracts/openapi.yaml not yet generated
tests.test_route_coverage.TestOpenAPISpecLoading.test_openapi_spec_file_exists	docs/contracts/openapi.yaml not yet generated
tests.test_route_coverage.TestOpenAPISpecLoading.test_openapi_spec_is_valid_yaml	docs/contracts/openapi.yaml not yet generated
tests.test_s3_profiling.TestSQLProfilingMiddleware.test_profiling_headers_on_health_endpoint	SQL profiling disabled in current environment (ENABLE_SQL_PROFILING != true)
tests.test_s3_profiling.TestSQLProfilingMiddleware.test_profiling_skips_metrics_endpoint	SQL profiling disabled in current environment (ENABLE_SQL_PROFILING != true)
tests.test_s3b_fresh_tenant_live_runtime_proof.TestBusinessEmptyStateProof.test_exports_non_200_is_business_not_auth	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestBusinessEmptyStateProof.test_pricing_non_200_is_business_not_auth	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveAdminPermissionsComplete.test_admin_has_at_least_one_role	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveAdminPermissionsComplete.test_admin_role_has_all_required_permissions	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveAdminPermissionsComplete.test_admin_user_exists_and_is_active	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke.test_dashboard_cash_flow	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke.test_dashboard_kpi_summary	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke.test_dashboard_sales_trend	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke.test_exports_status	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke.test_orders_list	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke.test_payments_list	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke.test_pricing_prices	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke.test_retailer_bindings	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke.test_retailers_list	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke.test_skus_list	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveEndpointSmoke.test_stock_list_endpoint	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestLiveTenantSchemaBootstrapped.test_all_required_tables_present	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestNearRealContextualJwtFlow.test_decoded_token_is_contextual_not_identity	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s3b_fresh_tenant_live_runtime_proof.TestNearRealContextualJwtFlow.test_encode_decode_roundtrip	S3-B prepared tenant prerequisites are missing for 't_u1r1_test': ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer_prices', 'role_permissions', 'roles', 'rpt_cash_flow_daily', 'rpt_receivables_summary', 'skus', 'user_roles', 'users']
tests.test_s5c_runtime_sku_import_http_integration.test_sku_import_preview_returns_401_without_token	runtime import HTTP proof requires MPANGO_RUNTIME_BASE_URL, MPANGO_RUNTIME_TEST_EMAIL, MPANGO_RUNTIME_TEST_PASSWORD, MPANGO_RUNTIME_TENANT_ID
tests.test_s5c_runtime_sku_import_http_integration.test_sku_import_preview_validate_apply_happy_path	runtime import HTTP proof requires MPANGO_RUNTIME_BASE_URL, MPANGO_RUNTIME_TEST_EMAIL, MPANGO_RUNTIME_TEST_PASSWORD, MPANGO_RUNTIME_TENANT_ID
