node_id,file,node_name,status,full_suite_outcome,classification
tests/test_models_structure.py::TestORMModelStructure::test_all_models_have_audit_columns,test_models_structure.py,TestORMModelStructure::test_all_models_have_audit_columns,FAILED,"AssertionError: DurableApprovalDecision missing audit columns: {'updated_at', 'deleted_at', 'is_deleted'}",model_audit_gate
tests/test_models_structure.py::TestORMModelStructure::test_all_models_have_explicit_tablename,test_models_structure.py,TestORMModelStructure::test_all_models_have_explicit_tablename,FAILED,AssertionError: PlatformBackupOutcome.__tablename__ 'platform_backup_outcome' must be snake_case plural,model_naming_gate
tests/test_p25ed_platform_system_db_context.py::test_get_platform_db_marks_session_as_system,test_p25ed_platform_system_db_context.py,test_get_platform_db_marks_session_as_system,FAILED,RuntimeError: There is no current event loop in thread 'MainThread'.,event_loop_closure
tests/test_password_utils.py::test_hash_password_produces_different_hash_each_time,test_password_utils.py,test_hash_password_produces_different_hash_each_time,FAILED,"ValueError: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])",bcrypt_version_incompatibility
tests/test_password_utils.py::test_verify_password_returns_true_for_correct_password,test_password_utils.py,test_verify_password_returns_true_for_correct_password,FAILED,"ValueError: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])",bcrypt_version_incompatibility
tests/test_password_utils.py::test_verify_password_returns_false_for_wrong_password,test_password_utils.py,test_verify_password_returns_false_for_wrong_password,FAILED,"ValueError: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])",bcrypt_version_incompatibility
tests/test_password_utils.py::test_password_hash_roundtrip,test_password_utils.py,test_password_hash_roundtrip,FAILED,"ValueError: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])",bcrypt_version_incompatibility
tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_has_retailer_id,test_payments_schema_contract.py,TestLiveRetailerPricesContract::test_live_has_retailer_id,FAILED,AssertionError: t_dev.retailer_prices missing retailer_id,infrastructure_dep_tenant_schema
tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_retailer_id_not_null,test_payments_schema_contract.py,TestLiveRetailerPricesContract::test_live_retailer_id_not_null,FAILED,AssertionError: t_dev.retailer_prices.retailer_id must be NOT NULL,genuine_failure
tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_has_sku_id,test_payments_schema_contract.py,TestLiveRetailerPricesContract::test_live_has_sku_id,FAILED,AssertionError: t_dev.retailer_prices missing sku_id,infrastructure_dep_tenant_schema
tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_sku_id_not_null,test_payments_schema_contract.py,TestLiveRetailerPricesContract::test_live_sku_id_not_null,FAILED,AssertionError: t_dev.retailer_prices.sku_id must be NOT NULL,genuine_failure
tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_has_price,test_payments_schema_contract.py,TestLiveRetailerPricesContract::test_live_has_price,FAILED,AssertionError: t_dev.retailer_prices missing price,infrastructure_dep_tenant_schema
tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_price_not_null,test_payments_schema_contract.py,TestLiveRetailerPricesContract::test_live_price_not_null,FAILED,AssertionError: t_dev.retailer_prices.price must be NOT NULL,genuine_failure
tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_created_at_not_null,test_payments_schema_contract.py,TestLiveRetailerPricesContract::test_live_created_at_not_null,FAILED,AssertionError: t_dev.retailer_prices.created_at must be NOT NULL,genuine_failure
tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_updated_at_not_null,test_payments_schema_contract.py,TestLiveRetailerPricesContract::test_live_updated_at_not_null,FAILED,AssertionError: t_dev.retailer_prices.updated_at must be NOT NULL,genuine_failure
tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_is_deleted_not_null,test_payments_schema_contract.py,TestLiveRetailerPricesContract::test_live_is_deleted_not_null,FAILED,AssertionError: t_dev.retailer_prices.is_deleted must be NOT NULL,genuine_failure
tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_has_unique_constraint,test_payments_schema_contract.py,TestLiveRetailerPricesContract::test_live_has_unique_constraint,FAILED,AssertionError: t_dev.retailer_prices missing unique constraint 'uq_retailer_prices_retailer_sku',infrastructure_dep_tenant_schema
tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_has_check_constraint,test_payments_schema_contract.py,TestLiveRetailerPricesContract::test_live_has_check_constraint,FAILED,AssertionError: t_dev.retailer_prices missing check constraint 'ck_retailer_prices_positive_price',infrastructure_dep_tenant_schema
tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_has_retailer_id_index,test_payments_schema_contract.py,TestLiveRetailerPricesContract::test_live_has_retailer_id_index,FAILED,AssertionError: t_dev.retailer_prices missing ix_retailer_prices_retailer_id index,infrastructure_dep_tenant_schema
tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_has_sku_id_index,test_payments_schema_contract.py,TestLiveRetailerPricesContract::test_live_has_sku_id_index,FAILED,AssertionError: t_dev.retailer_prices missing ix_retailer_prices_sku_id index,infrastructure_dep_tenant_schema
tests/test_platform_p17dc_backup_migration.py::test_additions_only_from_base_to_head,test_platform_p17dc_backup_migration.py,test_additions_only_from_base_to_head,FAILED,alembic.util.exc.CommandError: Can't locate revision identified by '021_platform_backup_status_source',alembic_revision_mismatch
tests/test_platform_p17dc_backup_migration.py::test_downgrade_drops_only_p17dc_objects,test_platform_p17dc_backup_migration.py,test_downgrade_drops_only_p17dc_objects,FAILED,alembic.util.exc.CommandError: Can't locate revision identified by '021_platform_backup_status_source',alembic_revision_mismatch
tests/test_platform_p17dc_backup_migration.py::test_reupgrade_recreates_tables,test_platform_p17dc_backup_migration.py,test_reupgrade_recreates_tables,FAILED,alembic.util.exc.CommandError: Can't locate revision identified by '020_durable_approval_store',alembic_revision_mismatch
tests/test_platform_p17dc_backup_migration.py::test_no_backup_objects_in_tenant_schemas,test_platform_p17dc_backup_migration.py,test_no_backup_objects_in_tenant_schemas,FAILED,alembic.util.exc.CommandError: Can't locate revision identified by '021_platform_backup_status_source',alembic_revision_mismatch
tests/test_platform_p17dc_backup_migration.py::test_upgrade_does_not_create_tenant_schema,test_platform_p17dc_backup_migration.py,test_upgrade_does_not_create_tenant_schema,FAILED,alembic.util.exc.CommandError: Can't locate revision identified by '020_durable_approval_store',alembic_revision_mismatch
tests/test_platform_p17dc_backup_migration.py::test_base_revision_is_020_before_upgrade,test_platform_p17dc_backup_migration.py,test_base_revision_is_020_before_upgrade,FAILED,alembic.util.exc.CommandError: Can't locate revision identified by '020_durable_approval_store',alembic_revision_mismatch
tests/test_platform_p17dc_backup_migration.py::test_check_constraints_enforce_honesty,test_platform_p17dc_backup_migration.py,test_check_constraints_enforce_honesty,FAILED,alembic.util.exc.CommandError: Can't locate revision identified by '021_platform_backup_status_source',alembic_revision_mismatch
tests/test_platform_p17dc_backup_migration.py::test_policy_uniqueness,test_platform_p17dc_backup_migration.py,test_policy_uniqueness,FAILED,alembic.util.exc.CommandError: Can't locate revision identified by '021_platform_backup_status_source',alembic_revision_mismatch
tests/test_platform_p17dc_backup_migration.py::test_latest_completed_excludes_in_progress,test_platform_p17dc_backup_migration.py,test_latest_completed_excludes_in_progress,FAILED,alembic.util.exc.CommandError: Can't locate revision identified by '021_platform_backup_status_source',alembic_revision_mismatch
tests/test_platform_p17dc_backup_registry_read.py::TestRegistryAssembly::test_fresh_success_attached_to_registry,test_platform_p17dc_backup_registry_read.py,TestRegistryAssembly::test_fresh_success_attached_to_registry,FAILED,AssertionError: assert 'stale' == 'success',registry_state_mismatch
tests/test_platform_p17dc_backup_registry_read.py::TestRegistryAssembly::test_tenant_specific_wins_over_platform_at_registry,test_platform_p17dc_backup_registry_read.py,TestRegistryAssembly::test_tenant_specific_wins_over_platform_at_registry,FAILED,AssertionError: assert 'stale' == 'success',registry_state_mismatch
tests/test_platform_p21_durable_approval_adapter_skeleton.py::test_no_new_alembic_migration_chained_on_020,test_platform_p21_durable_approval_adapter_skeleton.py,test_no_new_alembic_migration_chained_on_020,FAILED,AssertionError: assert False,migration_gate_failure
tests/test_platform_p21_durable_approval_migration.py::test_additions_only_from_base_to_head,test_platform_p21_durable_approval_migration.py,test_additions_only_from_base_to_head,FAILED,alembic.util.exc.CommandError: Can't locate revision identified by '020_durable_approval_store',alembic_revision_mismatch
tests/test_platform_p21_durable_approval_migration.py::test_downgrade_drops_only_p21_objects,test_platform_p21_durable_approval_migration.py,test_downgrade_drops_only_p21_objects,FAILED,alembic.util.exc.CommandError: Can't locate revision identified by '020_durable_approval_store',alembic_revision_mismatch
tests/test_platform_p21_durable_approval_migration.py::test_reupgrade_recreates_tables,test_platform_p21_durable_approval_migration.py,test_reupgrade_recreates_tables,FAILED,RuntimeError: 031_legacy_tenant_reconciliation is forward-only. Roll back the application version and restore from a verified pre-migration database backup/snapshot.,forward_only_migration
tests/test_platform_p21_durable_approval_migration.py::test_no_durable_objects_in_tenant_schemas,test_platform_p21_durable_approval_migration.py,test_no_durable_objects_in_tenant_schemas,FAILED,alembic.util.exc.CommandError: Can't locate revision identified by '020_durable_approval_store',alembic_revision_mismatch
tests/test_platform_p21_durable_approval_migration.py::test_upgrade_does_not_create_tenant_schema,test_platform_p21_durable_approval_migration.py,test_upgrade_does_not_create_tenant_schema,FAILED,RuntimeError: 031_legacy_tenant_reconciliation is forward-only. Roll back the application version and restore from a verified pre-migration database backup/snapshot.,forward_only_migration
tests/test_platform_p21_durable_approval_migration.py::test_base_revision_is_019_before_upgrade,test_platform_p21_durable_approval_migration.py,test_base_revision_is_019_before_upgrade,FAILED,RuntimeError: 031_legacy_tenant_reconciliation is forward-only. Roll back the application version and restore from a verified pre-migration database backup/snapshot.,forward_only_migration
tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveTenantSchemaBootstrapped::test_all_required_tables_present,test_s3b_fresh_tenant_live_runtime_proof.py,TestLiveTenantSchemaBootstrapped::test_all_required_tables_present,FAILED,"AssertionError: Live tenant schema 't_u1r1_test' is missing required tables: ['inventory_movements', 'inventory_stocks', 'ledger_entries', 'order_items', 'orders', 'payments', 'permissions', 'retailer",infrastructure_dep_missing_tables
tests/test_s3c_cache.py::test_redis_client_lifecycle,test_s3c_cache.py,test_redis_client_lifecycle,FAILED,RuntimeError: Event loop is closed,genuine_failure
tests/test_s5a_fresh_tenant_real_user_journey_gate.py::test_s5a_fresh_tenant_real_user_journey_gate,test_s5a_fresh_tenant_real_user_journey_gate.py,test_s5a_fresh_tenant_real_user_journey_gate,FAILED,"ValueError: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])",bcrypt_version_incompatibility
tests/test_s6_2_materialized_views.py::test_mv_sales_daily_staleness_then_refresh,test_s6_2_materialized_views.py,test_mv_sales_daily_staleness_then_refresh,FAILED,"sqlalchemy.exc.ProgrammingError: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.UndefinedTableError'>: relation ""mv_sales_daily"" does not exist",genuine_failure
tests/test_s6_2_materialized_views.py::test_mv_sales_daily_has_unique_index,test_s6_2_materialized_views.py,test_mv_sales_daily_has_unique_index,FAILED,AssertionError: Missing unique index idx_mv_sales_daily_u1. Found: [],genuine_failure
tests/test_s6_2_materialized_views.py::test_receivables_summary_is_realtime,test_s6_2_materialized_views.py,test_receivables_summary_is_realtime,FAILED,"sqlalchemy.exc.ProgrammingError: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.UndefinedTableError'>: relation ""rpt_receivables_summary"" does not exist",genuine_failure
tests/test_s6_2_materialized_views.py::test_mv_sales_daily_accessible_by_reporting_user,test_s6_2_materialized_views.py,test_mv_sales_daily_accessible_by_reporting_user,FAILED,"sqlalchemy.exc.ProgrammingError: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.UndefinedTableError'>: relation ""mv_sales_daily"" does not exist",genuine_failure
tests/test_s6_3_dashboard_api.py::test_query_builder_fetch_kpi_summary,test_s6_3_dashboard_api.py,test_query_builder_fetch_kpi_summary,FAILED,"sqlalchemy.exc.ProgrammingError: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.UndefinedTableError'>: relation ""mv_sales_daily"" does not exist",genuine_failure
tests/test_s6_3_dashboard_api.py::test_query_builder_fetch_all_receivables,test_s6_3_dashboard_api.py,test_query_builder_fetch_all_receivables,FAILED,"sqlalchemy.exc.ProgrammingError: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.UndefinedTableError'>: relation ""rpt_receivables_summary"" does not exist",genuine_failure
tests/test_s6_3_dashboard_api.py::test_query_builder_fetch_time_series,test_s6_3_dashboard_api.py,test_query_builder_fetch_time_series,FAILED,"sqlalchemy.exc.ProgrammingError: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.UndefinedTableError'>: relation ""rpt_cash_flow_daily"" does not exist",genuine_failure
tests/test_s6_3_dashboard_api.py::test_query_builder_empty_mv_returns_zeros,test_s6_3_dashboard_api.py,test_query_builder_empty_mv_returns_zeros,FAILED,"sqlalchemy.exc.ProgrammingError: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.UndefinedTableError'>: relation ""mv_sales_daily"" does not exist",genuine_failure
tests/test_s6_3_dashboard_api.py::test_query_builder_reporting_user_access,test_s6_3_dashboard_api.py,test_query_builder_reporting_user_access,FAILED,"sqlalchemy.exc.ProgrammingError: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.UndefinedTableError'>: relation ""rpt_receivables_summary"" does not exist",genuine_failure
tests/test_s6_p_reporting_constraints.py::test_reporting_user_cannot_update,test_s6_p_reporting_constraints.py,test_reporting_user_cannot_update,FAILED,"AssertionError: Expected permission denied or read-only error, got: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.UndefinedTableError'>: relation ""ledger_entries",genuine_failure
tests/test_s6_p_reporting_constraints.py::test_reporting_user_cannot_delete,test_s6_p_reporting_constraints.py,test_reporting_user_cannot_delete,FAILED,"AssertionError: Expected permission denied or read-only error, got: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.UndefinedTableError'>: relation ""ledger_entries",genuine_failure
tests/test_s6_p_reporting_constraints.py::test_reporting_user_can_select,test_s6_p_reporting_constraints.py,test_reporting_user_can_select,FAILED,"sqlalchemy.exc.ProgrammingError: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.UndefinedTableError'>: relation ""ledger_entries"" does not exist",genuine_failure
tests/test_s7_4_tenant_assets.py::TestDynamicRegistry::test_null_resolver_returns_none,test_s7_4_tenant_assets.py,TestDynamicRegistry::test_null_resolver_returns_none,FAILED,RuntimeError: There is no current event loop in thread 'MainThread'.,event_loop_closure
tests/test_token_properties.py::test_property_password_hash_verify_roundtrip,test_token_properties.py,test_property_password_hash_verify_roundtrip,FAILED,"ValueError: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])",bcrypt_version_incompatibility
tests/test_token_properties.py::test_property_password_hash_is_deterministic_for_verification,test_token_properties.py,test_property_password_hash_is_deterministic_for_verification,FAILED,"ValueError: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])",bcrypt_version_incompatibility
tests/test_u6c_signup_email_verification_skeleton.py::test_signup_creates_pending_registration_and_one_active_verification_token,test_u6c_signup_email_verification_skeleton.py,test_signup_creates_pending_registration_and_one_active_verification_token,FAILED,AssertionError: Internal Server Error,onboarding_infrastructure_dep
tests/test_u6c_signup_email_verification_skeleton.py::test_signup_stores_only_token_hash_and_dev_sink_captures_delivery,test_u6c_signup_email_verification_skeleton.py,test_signup_stores_only_token_hash_and_dev_sink_captures_delivery,FAILED,AssertionError: Internal Server Error,onboarding_infrastructure_dep
tests/test_u6c_signup_email_verification_skeleton.py::test_duplicate_same_normalized_email_returns_neutral_success_without_duplicate_live_registration,test_u6c_signup_email_verification_skeleton.py,test_duplicate_same_normalized_email_returns_neutral_success_without_duplicate_live_registration,FAILED,AssertionError: Internal Server Error,onboarding_infrastructure_dep
tests/test_u6c_signup_email_verification_skeleton.py::test_same_idempotency_key_and_fingerprint_is_safe,test_u6c_signup_email_verification_skeleton.py,test_same_idempotency_key_and_fingerprint_is_safe,FAILED,AssertionError: Internal Server Error,onboarding_infrastructure_dep
tests/test_u6c_signup_email_verification_skeleton.py::test_idempotent_retry_does_not_expose_changed_internal_status,test_u6c_signup_email_verification_skeleton.py,test_idempotent_retry_does_not_expose_changed_internal_status,FAILED,assert 0 == 1,genuine_failure
tests/test_u6c_signup_email_verification_skeleton.py::test_signup_does_not_create_tenant_schema_users_roles_or_rbac,test_u6c_signup_email_verification_skeleton.py,test_signup_does_not_create_tenant_schema_users_roles_or_rbac,FAILED,AssertionError: Internal Server Error,onboarding_infrastructure_dep
tests/test_u6c_signup_email_verification_skeleton.py::test_signup_response_has_no_raw_token_and_no_query_string_status_contract,test_u6c_signup_email_verification_skeleton.py,test_signup_response_has_no_raw_token_and_no_query_string_status_contract,FAILED,AssertionError: Internal Server Error,onboarding_infrastructure_dep
tests/test_u6d_verify_email_endpoint.py::test_valid_token_verifies_registration_and_marks_token_used,test_u6d_verify_email_endpoint.py,test_valid_token_verifies_registration_and_marks_token_used,FAILED,AssertionError: Internal Server Error,onboarding_infrastructure_dep
tests/test_u6d_verify_email_endpoint.py::test_invalid_token_returns_neutral_failure_and_writes_nothing,test_u6d_verify_email_endpoint.py,test_invalid_token_returns_neutral_failure_and_writes_nothing,FAILED,AssertionError: Internal Server Error,onboarding_infrastructure_dep
tests/test_u6d_verify_email_endpoint.py::test_missing_or_query_string_token_returns_neutral_failure_and_writes_nothing,test_u6d_verify_email_endpoint.py,test_missing_or_query_string_token_returns_neutral_failure_and_writes_nothing,FAILED,AssertionError: Internal Server Error,onboarding_infrastructure_dep
tests/test_u6d_verify_email_endpoint.py::test_expired_token_returns_neutral_failure_and_writes_nothing,test_u6d_verify_email_endpoint.py,test_expired_token_returns_neutral_failure_and_writes_nothing,FAILED,AssertionError: Internal Server Error,onboarding_infrastructure_dep
tests/test_u6d_verify_email_endpoint.py::test_reused_token_cannot_verify_twice,test_u6d_verify_email_endpoint.py,test_reused_token_cannot_verify_twice,FAILED,AssertionError: Internal Server Error,onboarding_infrastructure_dep
tests/test_u6d_verify_email_endpoint.py::test_token_for_non_pending_registration_does_not_regress_state,test_u6d_verify_email_endpoint.py,test_token_for_non_pending_registration_does_not_regress_state,FAILED,AssertionError: Internal Server Error,onboarding_infrastructure_dep
tests/test_u6d_verify_email_endpoint.py::test_verify_email_provisions_tenant_schema_without_admin_rbac_side_effects,test_u6d_verify_email_endpoint.py,test_verify_email_provisions_tenant_schema_without_admin_rbac_side_effects,FAILED,AssertionError: Internal Server Error,onboarding_infrastructure_dep
tests/test_u6e0_onboarding_status_token_schema.py::test_no_onboarding_status_endpoint_or_runtime_route_added,test_u6e0_onboarding_status_token_schema.py,test_no_onboarding_status_endpoint_or_runtime_route_added,FAILED,"AssertionError: assert '/onboarding/status' not in {'/verify-email', '/signup', '/logout', '/onboarding/setup-credential', '/forgot-password', '/me', '/select-tenant', '/refresh', '/login', '/onboardi",route_policy_gate
tests/test_u6e_onboarding_status_endpoint.py::test_signup_creates_one_active_status_token_hash_for_new_registration,test_u6e_onboarding_status_endpoint.py,test_signup_creates_one_active_status_token_hash_for_new_registration,FAILED,AssertionError: Internal Server Error,onboarding_infrastructure_dep
tests/test_u6e_onboarding_status_endpoint.py::test_duplicate_live_email_neutral_signup_creates_no_new_status_token,test_u6e_onboarding_status_endpoint.py,test_duplicate_live_email_neutral_signup_creates_no_new_status_token,FAILED,AssertionError: Internal Server Error,onboarding_infrastructure_dep
