node_id,test_file,inventory_status,isolated_result,isolated_phase,isolated_db_setup_completed,isolated_exception_class,isolated_root_cause_fingerprint,grouped_result,grouped_phase,grouped_db_setup_completed,grouped_exception_class,grouped_root_cause_fingerprint,classification,evidence
tests/test_platform_p21dd_runtime_storage_cutover_gate.py::TestDurableDualControl::test_approve_denied_against_unknown_source,tests/test_platform_p21dd_runtime_storage_cutover_gate.py,FAILED,PASSED,call,yes,NONE,none,PASSED,call,yes,NONE,none,TEST_INFRASTRUCTURE,"Docs-only diff 7a972d1..67d2696; isolated PASS and grouped PASS on fresh PG16/Redis7; no current ORM/schema/runtime defect reproduced in this slice, so the V0 failure depends on external suite harness/order state outside this slice."
tests/test_platform_p21dd_runtime_storage_cutover_gate.py::TestDurableDualControl::test_payload_approver_mismatch_denied,tests/test_platform_p21dd_runtime_storage_cutover_gate.py,FAILED,PASSED,call,yes,NONE,none,PASSED,call,yes,NONE,none,TEST_INFRASTRUCTURE,"Docs-only diff 7a972d1..67d2696; isolated PASS and grouped PASS on fresh PG16/Redis7; no current ORM/schema/runtime defect reproduced in this slice, so the V0 failure depends on external suite harness/order state outside this slice."
tests/test_platform_p21dd_runtime_storage_cutover_gate.py::TestStoreNotReady::test_create_raises_and_writes_no_memory,tests/test_platform_p21dd_runtime_storage_cutover_gate.py,FAILED,PASSED,call,yes,NONE,none,PASSED,call,yes,NONE,none,TEST_INFRASTRUCTURE,"Docs-only diff 7a972d1..67d2696; isolated PASS and grouped PASS on fresh PG16/Redis7; no current ORM/schema/runtime defect reproduced in this slice, so the V0 failure depends on external suite harness/order state outside this slice."
tests/test_platform_p21dd_runtime_storage_cutover_gate.py::TestStoreNotReady::test_decision_raises_and_writes_no_memory,tests/test_platform_p21dd_runtime_storage_cutover_gate.py,FAILED,PASSED,call,yes,NONE,none,PASSED,call,yes,NONE,none,TEST_INFRASTRUCTURE,"Docs-only diff 7a972d1..67d2696; isolated PASS and grouped PASS on fresh PG16/Redis7; no current ORM/schema/runtime defect reproduced in this slice, so the V0 failure depends on external suite harness/order state outside this slice."
tests/test_platform_p21dd_runtime_storage_cutover_gate.py::TestStoreNotReady::test_read_and_list_raise_when_not_ready,tests/test_platform_p21dd_runtime_storage_cutover_gate.py,FAILED,PASSED,call,yes,NONE,none,PASSED,call,yes,NONE,none,TEST_INFRASTRUCTURE,"Docs-only diff 7a972d1..67d2696; isolated PASS and grouped PASS on fresh PG16/Redis7; no current ORM/schema/runtime defect reproduced in this slice, so the V0 failure depends on external suite harness/order state outside this slice."
tests/test_platform_p21dd_runtime_storage_cutover_gate.py::TestStoreNotReady::test_no_silent_memory_fallback_record_returned,tests/test_platform_p21dd_runtime_storage_cutover_gate.py,FAILED,PASSED,call,yes,NONE,none,PASSED,call,yes,NONE,none,TEST_INFRASTRUCTURE,"Docs-only diff 7a972d1..67d2696; isolated PASS and grouped PASS on fresh PG16/Redis7; no current ORM/schema/runtime defect reproduced in this slice, so the V0 failure depends on external suite harness/order state outside this slice."
tests/test_platform_p21dd_runtime_storage_cutover_gate.py::TestStoreNotReady::test_not_ready_leaks_no_raw_key_or_reason,tests/test_platform_p21dd_runtime_storage_cutover_gate.py,FAILED,PASSED,call,yes,NONE,none,PASSED,call,yes,NONE,none,TEST_INFRASTRUCTURE,"Docs-only diff 7a972d1..67d2696; isolated PASS and grouped PASS on fresh PG16/Redis7; no current ORM/schema/runtime defect reproduced in this slice, so the V0 failure depends on external suite harness/order state outside this slice."
tests/test_platform_p21dd_runtime_storage_cutover_gate.py::TestDegradedPath::test_create_degraded_when_op_fails_after_readiness,tests/test_platform_p21dd_runtime_storage_cutover_gate.py,FAILED,PASSED,call,yes,NONE,none,PASSED,call,yes,NONE,none,TEST_INFRASTRUCTURE,"Docs-only diff 7a972d1..67d2696; isolated PASS and grouped PASS on fresh PG16/Redis7; no current ORM/schema/runtime defect reproduced in this slice, so the V0 failure depends on external suite harness/order state outside this slice."
tests/test_platform_p21dd_runtime_storage_cutover_gate.py::TestExplicitMemoryMode::test_memory_mode_uses_in_memory_store,tests/test_platform_p21dd_runtime_storage_cutover_gate.py,FAILED,PASSED,call,yes,NONE,none,PASSED,call,yes,NONE,none,TEST_INFRASTRUCTURE,"Docs-only diff 7a972d1..67d2696; isolated PASS and grouped PASS on fresh PG16/Redis7; no current ORM/schema/runtime defect reproduced in this slice, so the V0 failure depends on external suite harness/order state outside this slice."
tests/test_platform_p21e_durable_approval_runtime_closeout.py::TestRestartSafetyCloseout::test_list_finds_record_after_session_restart,tests/test_platform_p21e_durable_approval_runtime_closeout.py,FAILED,PASSED,call,yes,NONE,none,FAILED,call,yes,RuntimeError,no_current_event_loop_in_mainthread_after_direct_alembic_calls,TEST_INFRASTRUCTURE,"Isolated PASS, grouped FAIL. The grouped run executes migration tests that call Alembic directly, bypassing tests/conftest.py:99-117 run_alembic_upgrade; afterwards pytest-asyncio fails with 'There is no current event loop in thread MainThread' before this async test body runs."
tests/test_platform_p21e_durable_approval_runtime_closeout.py::TestRestartSafetyCloseout::test_decision_reaches_quorum_across_restart_boundary,tests/test_platform_p21e_durable_approval_runtime_closeout.py,FAILED,PASSED,call,yes,NONE,none,FAILED,call,yes,RuntimeError,no_current_event_loop_in_mainthread_after_direct_alembic_calls,TEST_INFRASTRUCTURE,"Isolated PASS, grouped FAIL. The grouped run executes migration tests that call Alembic directly, bypassing tests/conftest.py:99-117 run_alembic_upgrade; afterwards pytest-asyncio fails with 'There is no current event loop in thread MainThread' before this async test body runs."
