v0_status,nodeid,test_file,classification,fresh_file_result,grouped_result,causal_matrix_result,evidence_id
failed,tests/test_u6i2_owner_credential_setup_token_issue.py::test_blocked_statuses_create_no_setup_token_rows[email_verified],tests/test_u6i2_owner_credential_setup_token_issue.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
failed,tests/test_u6i2_owner_credential_setup_token_issue.py::test_blocked_statuses_create_no_setup_token_rows[provisioning],tests/test_u6i2_owner_credential_setup_token_issue.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
failed,tests/test_u6i2_owner_credential_setup_token_issue.py::test_blocked_statuses_create_no_setup_token_rows[failed],tests/test_u6i2_owner_credential_setup_token_issue.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
failed,tests/test_u6i2_owner_credential_setup_token_issue.py::test_blocked_statuses_create_no_setup_token_rows[cancelled],tests/test_u6i2_owner_credential_setup_token_issue.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
failed,tests/test_u6i2_owner_credential_setup_token_issue.py::test_active_registration_missing_provisioning_assignment_is_blocked[False-True-True],tests/test_u6i2_owner_credential_setup_token_issue.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
failed,tests/test_u6i2_owner_credential_setup_token_issue.py::test_active_registration_missing_provisioning_assignment_is_blocked[True-False-True],tests/test_u6i2_owner_credential_setup_token_issue.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
failed,tests/test_u6i2_owner_credential_setup_token_issue.py::test_active_registration_missing_provisioning_assignment_is_blocked[True-True-False],tests/test_u6i2_owner_credential_setup_token_issue.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
failed,tests/test_u6i2_owner_credential_setup_token_issue.py::test_issue_service_creates_no_admin_rbac_or_business_data,tests/test_u6i2_owner_credential_setup_token_issue.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
failed,tests/test_u6i2_owner_credential_setup_token_issue.py::test_no_public_endpoint_or_query_string_token_support,tests/test_u6i2_owner_credential_setup_token_issue.py,STALE_TEST_CONTRACT,failed_stale_contract,failed_stale_contract,not_applicable,STALE-ENDPOINT-ABSENCE-002
failed,tests/test_u6i3_owner_credential_setup_consume.py::test_consume_valid_owner_setup_token_returns_admin_creation_inputs_without_persisting_password,tests/test_u6i3_owner_credential_setup_consume.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
failed,tests/test_u6i3_owner_credential_setup_consume.py::test_invalid_or_missing_raw_token_fails_neutrally[None],tests/test_u6i3_owner_credential_setup_consume.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
failed,tests/test_u6i3_owner_credential_setup_consume.py::test_invalid_or_missing_raw_token_fails_neutrally[],tests/test_u6i3_owner_credential_setup_consume.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
failed,tests/test_u6i3_owner_credential_setup_consume.py::test_invalid_or_missing_raw_token_fails_neutrally[   ],tests/test_u6i3_owner_credential_setup_consume.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i3_owner_credential_setup_consume.py::test_invalid_or_missing_raw_token_fails_neutrally[u6i3-missing-not-persisted],tests/test_u6i3_owner_credential_setup_consume.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i3_owner_credential_setup_consume.py::test_non_actionable_token_states_fail_neutrally[expired],tests/test_u6i3_owner_credential_setup_consume.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i3_owner_credential_setup_consume.py::test_non_actionable_token_states_fail_neutrally[revoked],tests/test_u6i3_owner_credential_setup_consume.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i3_owner_credential_setup_consume.py::test_non_actionable_token_states_fail_neutrally[used],tests/test_u6i3_owner_credential_setup_consume.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i3_owner_credential_setup_consume.py::test_non_actionable_token_states_fail_neutrally[deleted],tests/test_u6i3_owner_credential_setup_consume.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i3_owner_credential_setup_consume.py::test_wrong_purpose_token_fails_neutrally,tests/test_u6i3_owner_credential_setup_consume.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i3_owner_credential_setup_consume.py::test_consuming_used_token_twice_fails_neutrally_after_first_success,tests/test_u6i3_owner_credential_setup_consume.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i3_owner_credential_setup_consume.py::test_consume_service_has_no_endpoint_query_string_or_admin_creation_boundary,tests/test_u6i3_owner_credential_setup_consume.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i4_first_admin_rbac_creation.py::test_create_first_admin_user_role_permissions_and_mappings,tests/test_u6i4_first_admin_rbac_creation.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i4_first_admin_rbac_creation.py::test_first_admin_creation_is_idempotent_without_duplicate_rbac,tests/test_u6i4_first_admin_rbac_creation.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i4_first_admin_rbac_creation.py::test_reconciles_existing_owner_user_with_provided_hash_and_missing_rbac,tests/test_u6i4_first_admin_rbac_creation.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i4_first_admin_rbac_creation.py::test_cross_tenant_isolation_only_writes_requested_schema,tests/test_u6i4_first_admin_rbac_creation.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
failed,tests/test_u6i4_first_admin_rbac_creation.py::test_fail_closed_for_missing_absent_invalid_schema_or_missing_hash[setup1],tests/test_u6i4_first_admin_rbac_creation.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
failed,tests/test_u6i4_first_admin_rbac_creation.py::test_fail_closed_for_missing_absent_invalid_schema_or_missing_hash[setup3],tests/test_u6i4_first_admin_rbac_creation.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i5_owner_credential_setup_endpoint.py::test_setup_credential_succeeds_for_valid_token_and_password,tests/test_u6i5_owner_credential_setup_endpoint.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i5_owner_credential_setup_endpoint.py::test_get_setup_credential_rejected,tests/test_u6i5_owner_credential_setup_endpoint.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i5_owner_credential_setup_endpoint.py::test_invalid_or_missing_token_returns_neutral_error,tests/test_u6i5_owner_credential_setup_endpoint.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i5_owner_credential_setup_endpoint.py::test_expired_token_returns_neutral_error_and_no_admin_created,tests/test_u6i5_owner_credential_setup_endpoint.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i5_owner_credential_setup_endpoint.py::test_used_token_returns_neutral_error,tests/test_u6i5_owner_credential_setup_endpoint.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i5_owner_credential_setup_endpoint.py::test_duplicate_setup_is_idempotent,tests/test_u6i5_owner_credential_setup_endpoint.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i5_owner_credential_setup_endpoint.py::test_replay_with_different_password_does_not_change_password_hash,tests/test_u6i5_owner_credential_setup_endpoint.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i5_owner_credential_setup_endpoint.py::test_tenant_isolation_only_writes_requested_schema,tests/test_u6i5_owner_credential_setup_endpoint.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i5_owner_credential_setup_endpoint.py::test_response_never_exposes_sensitive_data,tests/test_u6i5_owner_credential_setup_endpoint.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i5_owner_credential_setup_endpoint.py::test_no_query_string_token_support,tests/test_u6i5_owner_credential_setup_endpoint.py,TEST_INFRASTRUCTURE,passed,passed,failed_no_current_event_loop,TI-LOOP-001
error,tests/test_u6i6_onboarding_e2e_closeout.py::test_full_owner_onboarding_backend_chain_proves_hash_only_tokens_and_admin_rbac,tests/test_u6i6_onboarding_e2e_closeout.py,STALE_TEST_CONTRACT,failed_stale_contract,failed_stale_contract,not_applicable,STALE-STATE-MACHINE-001
