v0_status,nodeid,test_file,classification,fresh_file_result,grouped_result,causal_matrix_result,evidence_id
failed,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py::test_duplicate_retry_creates_no_duplicate_wholesaler_or_schema_corruption,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py::test_non_provisioning_statuses_are_blocked_without_mutation[pending_email_verification],tests/test_u6h2_tenant_provisioning_wholesaler_schema.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py::test_non_provisioning_statuses_are_blocked_without_mutation[email_verified],tests/test_u6h2_tenant_provisioning_wholesaler_schema.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py::test_non_provisioning_statuses_are_blocked_without_mutation[cancelled],tests/test_u6h2_tenant_provisioning_wholesaler_schema.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py::test_non_provisioning_statuses_are_blocked_without_mutation[expired],tests/test_u6h2_tenant_provisioning_wholesaler_schema.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py::test_non_provisioning_statuses_are_blocked_without_mutation[failed],tests/test_u6h2_tenant_provisioning_wholesaler_schema.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py::test_bootstrap_failure_does_not_mark_active_or_completed,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py::test_bootstrap_failure_message_does_not_persist_dsn_or_fake_password,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py::test_no_user_role_rbac_or_admin_rows_are_seeded_by_slice,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py::test_public_auth_routes_still_do_not_call_tenant_provisioning_service,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py,STALE_TEST_CONTRACT,failed_stale_boundary,failed_stale_boundary,not_applicable,STALE-U6L-BOUNDARY-002
failed,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py::test_active_existing_with_missing_schema_is_not_treated_as_idempotent,tests/test_u6h2_tenant_provisioning_wholesaler_schema.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py::test_first_attempt_partial_schema_failure_persists_retry_anchor_and_reconciles,tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py::test_partial_schema_after_failure_reconciles_to_active_without_duplicate_wholesaler,tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py::test_complete_schema_for_provisioning_registration_completes_without_bootstrap_rerun,tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py::test_partial_schema_bootstrap_rerun_failure_stays_not_active_and_sanitized,tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py::test_active_existing_remains_idempotent_after_reconcile,tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py::test_reconcile_seeds_no_user_role_rbac_or_admin_rows,tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py,TEST_INFRASTRUCTURE,passed,passed,failed_different_event_loop,TI-LOOP-001
failed,tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py::test_public_auth_routes_do_not_call_tenant_provisioning_service,tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py,STALE_TEST_CONTRACT,failed_stale_boundary,failed_stale_boundary,not_applicable,STALE-U6L-BOUNDARY-003
