"r2_status","nodeid","file_rerun_status","r3_classification","product_defect","source_evidence","runtime_evidence","notes"
"failed","tests/test_dc3b_credential_recovery_backend.py::test_login_succeeds_after_reset_with_multiple_copies","passed","TEST_INFRASTRUCTURE","no","backend/tests/test_dc3b_credential_recovery_backend.py:541","dc11t0-r2-artifacts/r3-file-reruns/tests-testdc3bcredentialrecoverybackend-py/pytest_output.txt","R2 failed/error node passed in isolated file rerun; full-suite order/state artifact, not a confirmed product defect."
"failed","tests/test_dc3b_credential_recovery_backend.py::test_no_internal_ids_tokens_hashes_in_public_responses","passed","TEST_INFRASTRUCTURE","no","backend/tests/test_dc3b_credential_recovery_backend.py:617","dc11t0-r2-artifacts/r3-file-reruns/tests-testdc3bcredentialrecoverybackend-py/pytest_output.txt","R2 failed/error node passed in isolated file rerun; full-suite order/state artifact, not a confirmed product defect."
"failed","tests/test_dc3b_credential_recovery_backend.py::test_query_string_token_rejected","passed","TEST_INFRASTRUCTURE","no","backend/tests/test_dc3b_credential_recovery_backend.py:502","dc11t0-r2-artifacts/r3-file-reruns/tests-testdc3bcredentialrecoverybackend-py/pytest_output.txt","R2 failed/error node passed in isolated file rerun; full-suite order/state artifact, not a confirmed product defect."
"failed","tests/test_dc3b_credential_recovery_backend.py::test_r1_after_reset_both_copies_login_and_select","passed","TEST_INFRASTRUCTURE","no","backend/tests/test_dc3b_credential_recovery_backend.py:749","dc11t0-r2-artifacts/r3-file-reruns/tests-testdc3bcredentialrecoverybackend-py/pytest_output.txt","R2 failed/error node passed in isolated file rerun; full-suite order/state artifact, not a confirmed product defect."
"failed","tests/test_dc3b_credential_recovery_backend.py::test_reset_token_stored_hash_only_raw_never_persisted","passed","TEST_INFRASTRUCTURE","no","backend/tests/test_dc3b_credential_recovery_backend.py:383","dc11t0-r2-artifacts/r3-file-reruns/tests-testdc3bcredentialrecoverybackend-py/pytest_output.txt","R2 failed/error node passed in isolated file rerun; full-suite order/state artifact, not a confirmed product defect."
"failed","tests/test_dc3b_credential_recovery_backend.py::test_reset_updates_both_tenant_copies","passed","TEST_INFRASTRUCTURE","no","backend/tests/test_dc3b_credential_recovery_backend.py:518","dc11t0-r2-artifacts/r3-file-reruns/tests-testdc3bcredentialrecoverybackend-py/pytest_output.txt","R2 failed/error node passed in isolated file rerun; full-suite order/state artifact, not a confirmed product defect."
"failed","tests/test_dc3b_credential_recovery_backend.py::test_reset_with_valid_token_updates_password","passed","TEST_INFRASTRUCTURE","no","backend/tests/test_dc3b_credential_recovery_backend.py:410","dc11t0-r2-artifacts/r3-file-reruns/tests-testdc3bcredentialrecoverybackend-py/pytest_output.txt","R2 failed/error node passed in isolated file rerun; full-suite order/state artifact, not a confirmed product defect."
"failed","tests/test_models_structure.py::TestORMModelStructure::test_all_models_have_audit_columns","passed","TEST_INFRASTRUCTURE","no","backend/tests/test_models_structure.py:90","dc11t0-r2-artifacts/r3-file-reruns/tests-testmodelsstructure-py/pytest_output.txt","R2 failed/error node passed in isolated file rerun; full-suite order/state artifact, not a confirmed product defect."
"failed","tests/test_models_structure.py::TestORMModelStructure::test_all_models_have_explicit_tablename","passed","TEST_INFRASTRUCTURE","no","backend/tests/test_models_structure.py:109","dc11t0-r2-artifacts/r3-file-reruns/tests-testmodelsstructure-py/pytest_output.txt","R2 failed/error node passed in isolated file rerun; full-suite order/state artifact, not a confirmed product defect."
"failed","tests/test_models_structure.py::TestORMModelStructure::test_all_models_have_uuid_primary_key","passed","TEST_INFRASTRUCTURE","no","backend/tests/test_models_structure.py:67","dc11t0-r2-artifacts/r3-file-reruns/tests-testmodelsstructure-py/pytest_output.txt","R2 failed/error node passed in isolated file rerun; full-suite order/state artifact, not a confirmed product defect."
"failed","tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_created_at_not_null","failed","ENVIRONMENT_GATED","no","backend/tests/test_payments_schema_contract.py:563","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_dev bootstrap made this live-contract node pass; a bare Alembic database does not provision an unregistered tenant schema."
"failed","tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_has_check_constraint","failed","ENVIRONMENT_GATED","no","backend/tests/test_payments_schema_contract.py:586","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_dev bootstrap made this live-contract node pass; a bare Alembic database does not provision an unregistered tenant schema."
"failed","tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_has_price","failed","ENVIRONMENT_GATED","no","backend/tests/test_payments_schema_contract.py:555","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_dev bootstrap made this live-contract node pass; a bare Alembic database does not provision an unregistered tenant schema."
"failed","tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_has_retailer_id","failed","ENVIRONMENT_GATED","no","backend/tests/test_payments_schema_contract.py:539","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_dev bootstrap made this live-contract node pass; a bare Alembic database does not provision an unregistered tenant schema."
"failed","tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_has_retailer_id_index","failed","ENVIRONMENT_GATED","no","backend/tests/test_payments_schema_contract.py:594","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_dev bootstrap made this live-contract node pass; a bare Alembic database does not provision an unregistered tenant schema."
"failed","tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_has_sku_id","failed","ENVIRONMENT_GATED","no","backend/tests/test_payments_schema_contract.py:547","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_dev bootstrap made this live-contract node pass; a bare Alembic database does not provision an unregistered tenant schema."
"failed","tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_has_sku_id_index","failed","ENVIRONMENT_GATED","no","backend/tests/test_payments_schema_contract.py:599","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_dev bootstrap made this live-contract node pass; a bare Alembic database does not provision an unregistered tenant schema."
"failed","tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_has_unique_constraint","failed","ENVIRONMENT_GATED","no","backend/tests/test_payments_schema_contract.py:580","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_dev bootstrap made this live-contract node pass; a bare Alembic database does not provision an unregistered tenant schema."
"failed","tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_is_deleted_not_null","failed","ENVIRONMENT_GATED","no","backend/tests/test_payments_schema_contract.py:573","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_dev bootstrap made this live-contract node pass; a bare Alembic database does not provision an unregistered tenant schema."
"failed","tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_price_not_null","failed","ENVIRONMENT_GATED","no","backend/tests/test_payments_schema_contract.py:558","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_dev bootstrap made this live-contract node pass; a bare Alembic database does not provision an unregistered tenant schema."
"failed","tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_retailer_id_not_null","failed","ENVIRONMENT_GATED","no","backend/tests/test_payments_schema_contract.py:542","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_dev bootstrap made this live-contract node pass; a bare Alembic database does not provision an unregistered tenant schema."
"failed","tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_sku_id_not_null","failed","ENVIRONMENT_GATED","no","backend/tests/test_payments_schema_contract.py:550","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_dev bootstrap made this live-contract node pass; a bare Alembic database does not provision an unregistered tenant schema."
"failed","tests/test_payments_schema_contract.py::TestLiveRetailerPricesContract::test_live_updated_at_not_null","failed","ENVIRONMENT_GATED","no","backend/tests/test_payments_schema_contract.py:568","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_dev bootstrap made this live-contract node pass; a bare Alembic database does not provision an unregistered tenant schema."
"failed","tests/test_platform_p17dc_backup_migration.py::test_additions_only_from_base_to_head","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p17dc_backup_migration.py:197","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp17dcbackupmigration-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_platform_p17dc_backup_migration.py::test_base_revision_is_020_before_upgrade","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p17dc_backup_migration.py:293","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp17dcbackupmigration-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_platform_p17dc_backup_migration.py::test_check_constraints_enforce_honesty","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p17dc_backup_migration.py:310","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp17dcbackupmigration-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_platform_p17dc_backup_migration.py::test_downgrade_drops_only_p17dc_objects","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p17dc_backup_migration.py:230","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp17dcbackupmigration-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_platform_p17dc_backup_migration.py::test_latest_completed_excludes_in_progress","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p17dc_backup_migration.py:429","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp17dcbackupmigration-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_platform_p17dc_backup_migration.py::test_no_backup_objects_in_tenant_schemas","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p17dc_backup_migration.py:264","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp17dcbackupmigration-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_platform_p17dc_backup_migration.py::test_policy_uniqueness","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p17dc_backup_migration.py:389","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp17dcbackupmigration-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_platform_p17dc_backup_migration.py::test_reupgrade_recreates_tables","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p17dc_backup_migration.py:251","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp17dcbackupmigration-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_platform_p17dc_backup_migration.py::test_upgrade_does_not_create_tenant_schema","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p17dc_backup_migration.py:281","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp17dcbackupmigration-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_platform_p17dc_backup_registry_read.py::TestRegistryAssembly::test_fresh_success_attached_to_registry","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p17dc_backup_registry_read.py:467","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp17dcbackupregistryread-py/pytest_output.txt","Fixture uses fixed July 3 2026 NOW but registry route computes actual July 15 2026 time, so fresh backup fixture is classified stale."
"failed","tests/test_platform_p17dc_backup_registry_read.py::TestRegistryAssembly::test_tenant_specific_wins_over_platform_at_registry","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p17dc_backup_registry_read.py:503","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp17dcbackupregistryread-py/pytest_output.txt","Fixture uses fixed July 3 2026 NOW but registry route computes actual July 15 2026 time, so fresh backup fixture is classified stale."
"failed","tests/test_platform_p21_durable_approval_adapter_skeleton.py::test_no_new_alembic_migration_chained_on_020","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p21_durable_approval_adapter_skeleton.py:301","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp21durableapprovaladapterskeleton-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_platform_p21_durable_approval_migration.py::test_additions_only_from_base_to_head","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p21_durable_approval_migration.py:213","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp21durableapprovalmigration-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_platform_p21_durable_approval_migration.py::test_base_revision_is_019_before_upgrade","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p21_durable_approval_migration.py:325","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp21durableapprovalmigration-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_platform_p21_durable_approval_migration.py::test_downgrade_drops_only_p21_objects","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p21_durable_approval_migration.py:254","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp21durableapprovalmigration-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_platform_p21_durable_approval_migration.py::test_no_durable_objects_in_tenant_schemas","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p21_durable_approval_migration.py:292","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp21durableapprovalmigration-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_platform_p21_durable_approval_migration.py::test_reupgrade_recreates_tables","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p21_durable_approval_migration.py:278","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp21durableapprovalmigration-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_platform_p21_durable_approval_migration.py::test_upgrade_does_not_create_tenant_schema","failed","STALE_TEST_CONTRACT","no","backend/tests/test_platform_p21_durable_approval_migration.py:312","dc11t0-r2-artifacts/r3-file-reruns/tests-testplatformp21durableapprovalmigration-py/pytest_output.txt","Test expects older phase revision/import shape while current Alembic head is 034_platform_operators."
"failed","tests/test_s3b_fresh_tenant_live_runtime_proof.py::TestLiveTenantSchemaBootstrapped::test_all_required_tables_present","failed","ENVIRONMENT_GATED","no","backend/tests/test_s3b_fresh_tenant_live_runtime_proof.py:270","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3bfreshtenantliveruntimeproof-py/pytest_output.txt","Test declares it requires a prebootstrapped live tenant schema/admin; canonical fresh DB does not provide that fixture."
"failed","tests/test_s3c_cache.py::test_redis_client_lifecycle","passed","TEST_INFRASTRUCTURE","no","backend/tests/test_s3c_cache.py:214","dc11t0-r2-artifacts/r3-file-reruns/tests-tests3ccache-py/pytest_output.txt","R2 failed/error node passed in isolated file rerun; full-suite order/state artifact, not a confirmed product defect."
"failed","tests/test_s6_2_materialized_views.py::test_mv_sales_daily_accessible_by_reporting_user","failed","TEST_INFRASTRUCTURE","no","backend/tests/test_s6_2_materialized_views.py:238","dc11t0-r2-artifacts/r3-file-reruns/tests-tests62materializedviews-py/pytest_output.txt","Manual reporting_user connection failed at credential/host setup before a product reporting assertion was reached."
"failed","tests/test_s6_2_materialized_views.py::test_mv_sales_daily_has_unique_index","failed","TEST_INFRASTRUCTURE","no","backend/tests/test_s6_2_materialized_views.py:162","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_test bootstrap made this reporting assertion pass; the generic transaction fixture does not create the reporting views or grants required by this file."
"failed","tests/test_s6_2_materialized_views.py::test_mv_sales_daily_staleness_then_refresh","failed","STALE_TEST_CONTRACT","no","backend/tests/test_s6_2_materialized_views.py:27","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical bootstrap created the materialized view and the test reached cleanup; cleanup then attempted a forbidden ledger DELETE and was correctly rejected by the immutability trigger."
"failed","tests/test_s6_2_materialized_views.py::test_receivables_summary_is_realtime","failed","TEST_INFRASTRUCTURE","no","backend/tests/test_s6_2_materialized_views.py:192","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_test bootstrap made this reporting assertion pass; the generic transaction fixture does not create the reporting views or grants required by this file."
"failed","tests/test_s6_3_dashboard_api.py::test_query_builder_empty_mv_returns_zeros","failed","TEST_INFRASTRUCTURE","no","backend/tests/test_s6_3_dashboard_api.py:310","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_test bootstrap made this reporting assertion pass; the generic transaction fixture does not create the reporting views or grants required by this file."
"failed","tests/test_s6_3_dashboard_api.py::test_query_builder_fetch_all_receivables","failed","TEST_INFRASTRUCTURE","no","backend/tests/test_s6_3_dashboard_api.py:260","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_test bootstrap made this reporting assertion pass; the generic transaction fixture does not create the reporting views or grants required by this file."
"failed","tests/test_s6_3_dashboard_api.py::test_query_builder_fetch_kpi_summary","failed","TEST_INFRASTRUCTURE","no","backend/tests/test_s6_3_dashboard_api.py:237","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_test bootstrap made this reporting assertion pass; the generic transaction fixture does not create the reporting views or grants required by this file."
"failed","tests/test_s6_3_dashboard_api.py::test_query_builder_fetch_time_series","failed","TEST_INFRASTRUCTURE","no","backend/tests/test_s6_3_dashboard_api.py:285","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_test bootstrap made this reporting assertion pass; the generic transaction fixture does not create the reporting views or grants required by this file."
"failed","tests/test_s6_3_dashboard_api.py::test_query_builder_reporting_user_access","failed","TEST_INFRASTRUCTURE","no","backend/tests/test_s6_3_dashboard_api.py:349","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_test bootstrap made this reporting assertion pass; the generic transaction fixture does not create the reporting views or grants required by this file."
"failed","tests/test_s6_p_reporting_constraints.py::test_reporting_user_can_select","failed","TEST_INFRASTRUCTURE","no","backend/tests/test_s6_p_reporting_constraints.py:173","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_test bootstrap made this reporting assertion pass; the generic transaction fixture does not create the reporting views or grants required by this file."
"failed","tests/test_s6_p_reporting_constraints.py::test_reporting_user_cannot_delete","failed","TEST_INFRASTRUCTURE","no","backend/tests/test_s6_p_reporting_constraints.py:147","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_test bootstrap made this reporting assertion pass; the generic transaction fixture does not create the reporting views or grants required by this file."
"failed","tests/test_s6_p_reporting_constraints.py::test_reporting_user_cannot_update","failed","TEST_INFRASTRUCTURE","no","backend/tests/test_s6_p_reporting_constraints.py:120","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","Canonical t_test bootstrap made this reporting assertion pass; the generic transaction fixture does not create the reporting views or grants required by this file."
"failed","tests/test_u1r1_bootstrap_completeness.py::TestSidebarApiSmoke::test_sidebar_endpoint_returns_200[GET-/api/v1/dashboards/kpi/summary-Dashboard]","failed","STALE_TEST_CONTRACT","no","backend/tests/test_u1r1_bootstrap_completeness.py:733","ai-ledger/product-ai/2026-07-15_dc11t0_r3_canonical_bootstrap_recheck.csv","The failing request used tenant_schema=t_dev although the fixture bootstrapped t_u1r1_test; the override does not replace dashboard request-state tenant extraction."
"failed","tests/test_u6e0_onboarding_status_token_schema.py::test_no_onboarding_status_endpoint_or_runtime_route_added","failed","STALE_TEST_CONTRACT","no","backend/tests/test_u6e0_onboarding_status_token_schema.py:155","dc11t0-r2-artifacts/r3-file-reruns/tests-testu6e0onboardingstatustokenschema-py/pytest_output.txt","Older phase-gate expectation conflicts with later implemented onboarding/provisioning/auth behavior; not a confirmed product defect."
"failed","tests/test_u6f_onboarding_auth_chain_closeout.py::test_migration_schema_sanity_for_u6f_closeout_gate","failed","STALE_TEST_CONTRACT","no","backend/tests/test_u6f_onboarding_auth_chain_closeout.py:545","dc11t0-r2-artifacts/r3-file-reruns/tests-testu6fonboardingauthchaincloseout-py/pytest_output.txt","Older phase-gate expectation conflicts with later implemented onboarding/provisioning/auth behavior; not a confirmed product defect."
"failed","tests/test_u6f_onboarding_auth_chain_closeout.py::test_route_policy_keeps_only_expected_onboarding_auth_routes_public","failed","STALE_TEST_CONTRACT","no","backend/tests/test_u6f_onboarding_auth_chain_closeout.py:535","dc11t0-r2-artifacts/r3-file-reruns/tests-testu6fonboardingauthchaincloseout-py/pytest_output.txt","Older phase-gate expectation conflicts with later implemented onboarding/provisioning/auth behavior; not a confirmed product defect."
"failed","tests/test_u6h1_tenant_provisioning_service_skeleton.py::test_public_auth_routes_do_not_call_tenant_provisioning","failed","STALE_TEST_CONTRACT","no","backend/tests/test_u6h1_tenant_provisioning_service_skeleton.py:264","dc11t0-r2-artifacts/r3-file-reruns/tests-testu6h1tenantprovisioningserviceskeleton-py/pytest_output.txt","Older phase-gate expectation conflicts with later implemented onboarding/provisioning/auth behavior; not a confirmed product defect."
"failed","tests/test_u6h2_tenant_provisioning_wholesaler_schema.py::test_public_auth_routes_still_do_not_call_tenant_provisioning_service","failed","STALE_TEST_CONTRACT","no","backend/tests/test_u6h2_tenant_provisioning_wholesaler_schema.py:368","dc11t0-r2-artifacts/r3-file-reruns/tests-testu6h2tenantprovisioningwholesalerschema-py/pytest_output.txt","Older phase-gate expectation conflicts with later implemented onboarding/provisioning/auth behavior; not a confirmed product defect."
"failed","tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py::test_public_auth_routes_do_not_call_tenant_provisioning_service","failed","STALE_TEST_CONTRACT","no","backend/tests/test_u6h3_tenant_provisioning_reconcile_cleanup.py:471","dc11t0-r2-artifacts/r3-file-reruns/tests-testu6h3tenantprovisioningreconcilecleanup-py/pytest_output.txt","Older phase-gate expectation conflicts with later implemented onboarding/provisioning/auth behavior; not a confirmed product defect."
"failed","tests/test_u6i0_owner_credential_setup_contract.py::test_branch_changes_only_contract_doc_and_static_test","failed","STALE_TEST_CONTRACT","no","backend/tests/test_u6i0_owner_credential_setup_contract.py:149","dc11t0-r2-artifacts/r3-file-reruns/tests-testu6i0ownercredentialsetupcontract-py/pytest_output.txt","Test asserts historical branch diff/head shape and is invalid after R2/R3 test-gate artifacts and current Alembic head."
"failed","tests/test_u6i0_owner_credential_setup_contract.py::test_contract_locks_public_endpoint_disclosure_boundary","failed","STALE_TEST_CONTRACT","no","backend/tests/test_u6i0_owner_credential_setup_contract.py:130","dc11t0-r2-artifacts/r3-file-reruns/tests-testu6i0ownercredentialsetupcontract-py/pytest_output.txt","Test asserts historical branch diff/head shape and is invalid after R2/R3 test-gate artifacts and current Alembic head."
